t,position,entry_px,equity,el,xl,es,xs,stop,tp,trail,size,local0,local1,local2,local3,local4,local5,local6,local7,local8,local9,local10,local11,local12,local13,local14,local15,local16
392,-1,982038.938,10221.4004,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,906616.125,41.3732224,5182.21973,920355.5,898572.375,6483.72461,908706.625,913877.125,906616.125,2582.27515,910851.312,908174,1921.6875,-0.0114385486,906128.688,-1921.6875,-8.35112
393,-1,982038.938,10245.8281,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,905567.438,36.2648849,5380.80225,920355.5,897213.188,6360.54053,907304,913877.125,905567.438,2882.85425,910378.312,907901.312,-4878.9375,-0.0213820934,901708,4878.9375,-8.9885788
394,-1,982038.938,10242.4238,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,904749.188,37.4244499,5188.60645,920355.5,897213.188,6175.89844,906123.5,913877.125,904749.188,3141.68384,909810.938,907075.562,679.9375,-0.0180432796,903629.688,-679.9375,-10.1526031
395,-1,982038.938,10242.5957,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,904035.5,37.3874817,4845.91602,920218.062,897213.188,5212.9502,904709.438,913877.125,904035.5,3284.37158,909130.688,906616.125,-34.3125,-0.0215363503,898750.75,34.3125,-54.4321404
396,-1,982038.938,10252.2949,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,903158.688,35.2694054,4863.07812,916331.562,895886.438,4490.08838,903388.688,913862.812,903158.688,3337.5791,908365.188,905567.438,-1937.125,-0.0201870203,899430.688,1937.125,-21.5989532
397,-1,982038.938,10264.2773,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,902079.688,32.797348,4727.71973,916331.562,894779,3952.98804,902052.688,913315.562,902079.688,3330.79736,907523.5,904749.188,-2393.1875,-0.0204687119,899396.375,2393.1875,-25.6235886
398,-1,982038.938,10241.6279,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,901747.688,41.1883202,4850.29346,911834.625,894108.375,3360.13013,901326.375,912594.312,901747.688,3224.61572,906697.375,904035.5,4523.5625,-0.0111775994,897459.25,-4523.5625,-30.4599724
399,-1,982038.938,10258.9082,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,900999.75,37.3559608,4843.56738,910938.188,894108.375,3068.26611,900485.812,911395.25,900999.75,3089.82812,905869.188,903158.688,-3451.25,-0.0129612684,895066.062,3451.25,-33.0363274
400,-1,982038.938,10270.0098,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,900055.938,35.0966263,4784.95557,907198.25,893019.375,3364.69751,899794.375,909857.438,900055.938,3020.51001,905059.188,902079.688,-2217.25,-0.0107127428,899589.625,2217.25,-30.3043098
401,-1,982038.938,10287.9629,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,898759.812,31.751833,4988.38721,907198.25,888315.688,4153.20752,899113.938,908809.75,898759.812,3112.0708,904266.5,901747.688,-3586,-0.0105865598,896138.375,3586,-23.3983765
402,-1,982038.938,10293,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,897502.375,30.8632069,4724.31934,907198.25,888315.688,4761.71436,898208.875,908174,897502.375,3290.33813,903458.812,900999.75,-1006,-0.0140473247,893921.125,1006,-18.8410263
403,-1,982038.938,10295.4062,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,896348.562,30.4252739,4777.85449,907198.25,886352.688,5032.31396,897123.688,907901.312,896348.562,3483.65625,902614.062,900055.938,-480.4375,-0.0168057084,890335.125,480.4375,-16.7150497
404,-1,982038.938,10313.2627,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,894873.062,27.3254929,4806.69971,907198.25,884476.188,5227.87598,895634.625,907075.562,894873.062,3681.4939,901683.5,898759.812,-3566.5625,-0.0230062008,889329.125,3566.5625,-15.1632614
405,-1,982038.938,10287.2969,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,894285.75,37.324604,4838.74365,905175.562,884476.188,5094.90625,894831.812,906616.125,894285.75,3814.59961,900770,897502.375,5186,-0.0124651194,888848.688,-5186,-16.0870438
406,-1,982038.938,10286.0068,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,893811.125,37.7827911,4573.19043,905175.562,884476.188,4558.94043,893910.125,905567.438,893811.125,3838.26904,899855.375,896348.562,257.75,-0.0142799616,885282.125,-257.75,-19.9496689
407,-1,982038.938,10303.5645,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,892932.188,34.1273727,4666.7793,900972.625,884476.188,4650.75879,893086.375,904749.188,892932.188,3874.37012,898952.875,894873.062,-3506.75,-0.0128307343,890468.125,3506.75,-19.2628021
408,-1,982038.938,10305.9707,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,892106.375,33.6470184,4626.00049,900972.625,884476.188,4561.89111,892179.875,904035.5,892106.375,3891.46362,898049.812,894285.75,-480.5,-0.0141112208,890725.875,480.5,-19.9172211
409,-1,982038.938,10302.2461,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,891489.875,35.1686516,4467.40234,900972.625,884476.188,4235.89014,891328.875,903158.688,891489.875,3854.21191,897153.562,893811.125,744,-0.0132463574,887219.125,-744,-22.3791656
410,-1,982038.938,10291.2939,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,891247.188,39.5571518,4329.96289,900552.125,884476.188,3891.70483,890772.438,902079.688,891247.188,3747.95337,896302.812,892932.188,2187.3125,-0.00867927074,886738.625,-2187.3125,-25.0794258
411,-1,982038.938,10305.5645,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,890656.875,36.1256447,4380.44775,900552.125,884476.188,3820.68091,890183.5,901747.688,890656.875,3643.43262,895486.875,892106.375,-2850.125,-0.00921303034,887482.625,2850.125,-25.6504707
412,0,0,10313.8682,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,889734.812,32.8144531,4704.72852,900243.312,880825.438,3156.06958,889051.438,900999.75,889734.812,3478.76855,894628.812,891489.875,-3078.5,-0.0176172853,889669.938,3078.5,-30.9153824
413,0,0,10313.8682,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,889111.875,35.5456581,4941.94873,897042.375,880391.688,2623.69263,888260.375,900055.938,889111.875,3264.30371,893779.625,891247.188,1321.5625,-0.0123591423,886819.812,-1321.5625,-35.8285713
414,0,0,10313.8682,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,888643,36.6623993,4834.64893,895948.688,880391.688,2179.11621,887665.562,898759.812,888643,3010.34082,892964.5,890656.875,532.25,-0.00931400061,883741.312,-532.25,-40.3717918
415,0,0,10313.8682,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,887968.375,34.2470474,4888.48633,891916.562,880391.688,2279.75952,887183.312,897502.375,887968.375,2802.1333,892193.625,889734.812,-2011.8125,-0.00758343935,885062.875,2011.8125,-39.3000259
416,0,0,10313.8682,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,887315.438,33.6397133,4962.63037,891916.562,880364.875,2424.11914,886736.312,896348.562,887315.438,2647.50293,891466,889111.875,-511.9375,-0.00703650713,885595.125,511.9375,-37.8082275
417,0,0,10313.8682,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,887022.875,38.353466,4810.66992,891916.562,880364.875,2381.83057,886470,894873.062,887022.875,2504.57275,890799.875,888643,2049.6875,-0.00419378281,883583.312,-2049.6875,-38.2418251
418,0,0,10313.8682,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,886989.938,41.9388962,5085.15771,891916.562,880364.875,2359.57666,886576.812,894285.75,886989.938,2409.9043,890236.875,887968.375,1654.625,0.00168704987,883071.375,-1654.625,-38.4709282
419,0,0,10313.8682,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,886707.438,39.118679,5039.81152,891916.562,880364.875,2129.30762,886177,893811.125,886707.438,2287.66382,889695.5,887315.438,-1904.5,-0.0062853694,885121.062,1904.5,-40.8996811
420,0,0,10313.8682,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,886665.125,42.4434204,4788.43213,891916.562,880364.875,1721.41687,885867.375,892932.188,886665.125,2102.13062,889185.062,887022.875,1519.125,-0.0048674345,886775.688,-1519.125,-45.5522881
421,0,0,10313.8682,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,886259.875,38.3401871,4829.76758,890765,880364.875,1767.97437,885610.688,892106.375,886259.875,1949.38855,888708.5,886989.938,-2764.4375,-0.0040500164,884871.188,2764.4375,-44.9958115
422,0,0,10313.8682,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,886192.812,42.9208527,4911.48975,890765,880364.875,1741.1084,885540.5,891489.875,886192.812,1802.5166,888286.062,886707.438,2130.875,-0.00110727549,886390.312,-2130.875,-45.3148041
423,0,0,10313.8682,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,885535.625,36.7257538,5043.59766,890765,880132.688,1967.52136,885096.375,891247.188,885535.625,1695.70007,887860.875,886665.125,-4492.875,-0.00700718164,883625.875,4492.875,-42.6645317
424,0,0,10313.8682,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,884545.875,33.1152496,5068.99707,890765,876990.625,2275.81592,884270.875,890656.875,884545.875,1616.19153,887382.188,886259.875,-3151.375,-0.0129907131,885756.75,3151.375,-38.9991684
425,0,0,10313.8682,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,883479.25,31.4599876,4848.83643,890278.375,876336.25,2904.93408,883537,889734.812,883479.25,1634.40271,886869.5,886192.812,-1566.125,-0.0115845799,881263.875,1566.125,-32.7463036
426,0,0,10313.8682,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,882683.312,33.6567764,4807.09375,890278.375,874896.75,3291.25391,883091.875,889111.875,882683.312,1755.79822,886365.812,885535.625,963.375,-0.00705134869,878112.5,-963.375,-29.1338844
427,0,0,10313.8682,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,881728.625,31.4201202,4822.77881,890278.375,874004.75,3765.97437,882410.5,888643,881728.625,1949.86987,885838.438,884545.875,-1986.8125,-0.0107788444,876546.375,1986.8125,-25.0483627
428,0,0,10313.8682,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,880091.312,25.7797012,4993.875,890278.375,868878.812,4912.04248,881257.125,887968.375,880091.312,2286.0979,885227.5,883479.25,-6074.0625,-0.0182321072,877509.75,6074.0625,-15.8162537
429,0,0,10313.8682,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,878602.5,25.3572025,4834.43311,890278.375,867806.625,5788.58838,880210.188,887315.438,878602.5,2716.10449,884558.562,882683.312,-523.5,-0.0165892243,875522.938,523.5,-9.71446228
430,0,0,10313.8682,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,877818.125,33.8230629,5110.45557,890278.375,866478.562,6031.89697,879470.812,887022.875,877818.125,3101.51636,883880.125,881728.625,3794.4375,-0.0117222071,869448.875,-3794.4375,-8.00596619
431,0,0,10313.8682,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,877745.188,42.2797012,5651.84717,890278.375,866478.562,5842.4751,878910.062,886989.938,877745.188,3341.14209,883217.5,880091.312,4551.4375,-0.0088686347,868925.375,-4551.4375,-9.23575592
432,0,0,10313.8682,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,878009.375,46.2687721,5509.25537,888049.938,866478.562,5432.26074,878406.562,886707.438,877745.188,3416.53296,882576,878602.5,2455.375,-0.00794911385,872719.812,-2455.375,-11.9612503
433,1,880166.438,10311.1328,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,878352.062,47.6232185,5360.06738,887693.688,866478.562,5173.75342,878100.062,886665.125,877745.188,3372.20312,881979.188,877818.125,853.125,-0.00484979153,877271.25,-853.125,-13.7307892
434,1,880166.438,10315.6387,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,878751.625,48.8741684,5125.41064,887693.688,866478.562,4741.58838,877739.938,886259.875,877745.188,3198.1145,881414,877745.188,768.9375,-0.00568783283,879726.625,-768.9375,-16.7976379
435,1,880166.438,10306.9258,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,878899.625,46.5582695,4944.36328,887680.562,866478.562,4500.81006,877471.125,886192.812,877745.188,2953.94019,880888.312,878009.375,-1487.0625,-0.00426000357,880579.75,1487.0625,-18.5677795
436,1,880166.438,10313.6436,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,879180.75,48.581459,4901.57373,886893.688,866478.562,4016.48462,877131.938,885535.625,877745.188,2583.26514,880387.438,878352.062,1146.625,-0.00536096096,881348.688,-1146.625,-22.2783661
437,1,880166.438,10308.5576,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,879308.688,47.1267738,4683.34082,882608.625,866478.562,3943.67407,877051.562,884545.875,877745.188,2159.94482,879942.688,878751.625,-868.125,-0.00127518177,879861.625,868.125,-22.8522911
438,1,880166.438,10323.8447,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,879767.438,51.7983932,4847.14258,884936.25,866478.562,4204.92041,877382.812,883479.25,877745.188,1742.83386,879601.312,878899.625,2609.1875,0.00528037548,881008.25,-2609.1875,-20.8069382
439,1,880166.438,10342.5273,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,880590.188,56.8197136,5057.28857,888242.438,866478.562,4733.86084,878053.5,882683.312,877745.188,1410.86768,879394.938,879180.75,3188.75,0.0107144117,880140.125,-3188.75,-16.8539276
440,1,880166.438,10354.4834,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,881575.312,59.7120285,5053.60254,889462.875,866478.562,5372.64307,878801.312,881728.625,877745.188,1245.57935,879315.688,879308.688,2040.5625,0.0119302273,882749.312,-2040.5625,-12.3570862
441,1,880166.438,10347.8809,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,882278.812,57.4243736,4944.70215,889462.875,866478.562,5663.20312,879610.562,882278.812,877745.188,1327.09875,879355,879767.438,-1126.9375,0.0129394531,885938.062,1126.9375,-10.3975601
442,1,880166.438,10356.9766,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,883095.562,59.7142525,4854.02246,889466.5,866478.562,5327.8916,880964.5,883095.562,877745.188,1635.78784,879569.625,880590.188,1552.5625,0.0218015909,887978.625,-1552.5625,-12.6571198
443,1,880166.438,10371.918,0,0,0,1,0.0500000007,0.100000001,0.0799999982,0.5,884143.375,63.213974,4896.16357,892403.375,866478.562,4762.9751,882538.062,884143.375,877745.188,1986.59314,879965.375,881575.312,2550.125,0.0253520012,886851.688,-2550.125,-16.6397629
444,1,880166.438,10394.9248,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,885575.062,67.8458939,4839.08936,894966.438,868661.125,4916.98682,884120.938,885575.062,877745.188,2357.52319,880519.438,882278.812,3926.625,0.0253932476,888404.25,-3926.625,-15.7522125
445,1,880166.438,10366.2441,0,0,1,0,0.0500000007,0.100000001,0.0799999982,0.5,886163.188,58.0352173,4922.63184,895439.312,876672,4738.93994,885029.125,886163.188,878009.375,2630.90845,881120.688,883095.562,-4895.125,0.0144933462,890954.375,4895.125,-17.8322449
446,1,880166.438,10381.8887,0,0,0,1,0.0500000007,0.100000001,0.0799999982,0.5,887028.875,61.3208237,4985.3457,895439.312,877959.688,4873.52686,885952.625,887028.875,878352.062,2882.42554,881765.062,884143.375,2670.1875,0.0146970749,894881,-2670.1875,-16.985939
447,1,880166.438,10379.5039,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,887724.875,60.5424995,4733.60693,895439.312,877959.688,4881.19971,886786.125,887724.875,878751.625,3092.77393,882434.5,885575.062,-407.125,0.0132516623,889985.875,407.125,-16.93647
448,1,880166.438,10389.1465,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,888547.5,62.6086464,4976.08594,897139,877959.688,4951.81934,887682.438,888547.5,878899.625,3282.6814,883134.312,886163.188,1645.8125,0.0142350197,892656.062,-1645.8125,-16.4318008
449,1,880166.438,10391.8301,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,889321.562,63.1865082,4687.98145,897139,877959.688,4717.89551,888717.438,889321.562,879180.75,3416.94067,883878.688,887028.875,458.125,0.0164699554,892248.938,-458.125,-18.1144791
450,1,880166.438,10425.5781,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,890760.375,69.5569305,4870.59424,900857.562,877959.688,5042.48633,890082.125,890760.375,879308.688,3577.37744,884705.688,887724.875,5760,0.0216850042,893894.75,-5760,-15.7932281
451,1,880166.438,10436.3594,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,892252.688,71.2674026,4682.85986,902154.25,877959.688,5099.45459,891640.125,892252.688,879767.438,3732.354,885630.375,888547.5,1840,0.0247832537,894352.875,-1840,-15.3941422
452,1,880166.438,10431.3818,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,893432.75,69.3304749,4569.36523,903075.562,880453.25,5003.6123,892951.125,893432.75,880590.188,3856.27319,886606.438,889321.562,-849.5625,0.0207918882,900112.875,849.5625,-16.3123932
453,1,880166.438,10446.1387,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,894791.312,71.779274,4645.40625,905181.812,884457.188,5297.26123,894214.312,894791.312,881575.312,4005.20752,887620.812,890760.375,2518.6875,0.0199606419,901952.875,-2518.6875,-14.6669998
454,1,880166.438,10411.5752,0,0,1,0,0.0500000007,0.100000001,0.0799999982,0.5,895182.188,59.7465744,5178.24756,906735.188,885651.438,5067.39258,894910.312,895182.188,882278.812,4070.67334,888592.688,892252.688,-5899.1875,0.0109734535,901103.312,5899.1875,-16.3857269
455,1,880166.438,10436.5918,0,0,0,1,0.0500000007,0.100000001,0.0799999982,0.5,896090.25,64.3983231,5567.8457,906735.188,885791.312,4842.82031,895991.688,896090.25,883095.562,4094.4856,889579.188,893432.75,4269.625,0.0170724392,903622,-4269.625,-17.9921875
456,1,880166.438,10417.875,0,0,1,0,0.0500000007,0.100000001,0.0799999982,0.5,896451.25,58.9127731,5781.05322,906735.188,886959.375,4399.09863,896734.125,896451.25,884143.375,4028.0481,890533.125,894791.312,-3194.5,0.0116993189,897722.812,3194.5,-21.3801804
457,1,880166.438,10390.127,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,896132.688,51.8600655,6174.79932,906735.188,888423,4174.52295,896956.188,896451.25,885575.062,3849.01343,891389.562,895182.188,-4735.8125,0.00348806381,901992.438,4735.8125,-23.2369843
458,0,0,10382.2725,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,896222.75,55.2087173,6552.8584,906735.188,888423,4135.4165,897093.812,896451.25,886163.188,3672.8811,892150.188,896090.25,2746.25,0.00215375423,898797.938,-2746.25,-23.5438461
459,1,897256.75,10379.9023,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,896425.625,56.3236351,6346.31494,906735.188,888423,3635.38428,897647.938,896451.25,887028.875,3420.25342,892883.188,896451.25,935.8125,0.00871729851,894062.125,-935.8125,-27.56213
460,1,897256.75,10377.5723,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,896547.75,55.6815567,6053.13184,906735.188,889010.688,3366.12134,897982.625,896547.75,887724.875,3122.01562,893563.188,896132.688,-402.5625,0.00524902344,896808.375,402.5625,-29.893734
461,1,897256.75,10362.8389,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,896314.062,51.6686859,6192.7251,906735.188,889010.688,3110.51025,898164.562,896547.75,888547.5,2734.31738,894176.688,896222.75,-2546.6875,0.00285351276,897744.188,2546.6875,-32.1390343
462,0,0,10355.0762,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,896822.375,58.4237823,6481.47705,906735.188,889708.125,2906.8606,898609.625,896822.375,889321.562,2315.98291,894767.625,896425.625,5331.3125,0.00697112083,897341.625,-5331.3125,-34.0658607
463,1,900576.25,10327.2578,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,896797.812,53.1862183,6365.49658,906735.188,889708.125,2721.49023,898772.875,896822.375,890760.375,1803.99426,895301.625,896547.75,-3488,0.00255537033,894794.938,3488,-35.8160744
464,0,0,10319.5283,0,0,0,1,0.0500000007,0.100000001,0.0799999982,0.5,898146.5,63.5516815,6877.76465,908553.438,889708.125,3431.48828,899258.562,898146.5,892252.688,1442.5658,895829.125,896314.062,10274.5625,0.0075545311,900126.25,-10274.5625,-29.4011765
465,0,0,10319.5283,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,899152.5,61.8000145,6764.17871,908947.312,889708.125,3760.47583,899525.562,899152.5,893432.75,1308.90112,896322,896822.375,-1221.3125,0.00414502621,896638.25,1221.3125,-26.6616325
466,0,0,10319.5283,0,0,1,0,0.0500000007,0.100000001,0.0799999982,0.5,899329.625,54.8535118,6721.30859,908947.312,889708.125,3745.21118,899481.188,899329.625,894791.312,1259.18994,896743.312,896797.812,-5210.5,-0.000690639019,906912.812,5210.5,-26.7749176
467,-1,900030.75,10325.8418,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,899156.25,51.8977814,6437.65283,908947.312,889708.125,3576.70288,899081.688,899329.625,895182.188,1277.51697,897055,898146.5,-2451.5,-0.00618898869,905691.5,2451.5,-28.1688499
468,-1,900030.75,10347.8223,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,898494.812,47.5796204,6562.8252,908947.312,889708.125,3781.91235,898829.625,899329.625,896090.25,1213.8999,897291.812,899152.5,-3834.125,-0.003929317,900481,3834.125,-26.482872
469,-1,900030.75,10370.1504,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,897402.25,43.6101799,6541.45361,908947.312,889118.812,4252.88086,897994.562,899329.625,896132.688,1167.27527,897385.5,899329.625,-3894.6875,-0.0129621625,898029.5,3894.6875,-22.7097702
470,-1,900030.75,10384.7266,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,896116.375,41.1940155,6369.56396,908947.312,886963.062,4990.36719,897206.125,899329.625,896116.375,1189.39514,897361.5,899156.25,-2542.5625,-0.0122828484,894195.375,2542.5625,-17.0699997
471,-1,900030.75,10340.4551,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,896031.625,50.215889,6551.21582,908947.312,886963.062,4939.65039,897307.375,899329.625,896031.625,1197.11304,897354.312,898494.812,7722.4375,0.00158655643,890300.688,-7722.4375,-17.4341736
472,-1,900030.75,10345.8223,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,895833.312,49.2295837,6493.65576,908947.312,886963.062,4990.15039,897145.625,899329.625,895833.312,1227.22925,897326.5,897402.25,-936.4375,-0.00252479315,887758.125,936.4375,-17.0786209
473,-1,900030.75,10335.6855,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,895897.188,51.1796608,6248.17139,908947.312,886963.062,4991.50586,897043.438,899329.625,895833.312,1261.99072,897288.625,896116.375,1768.375,-0.00159478188,895480.562,-1768.375,-17.0605316
474,-1,900030.75,10328.3828,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,896122.375,52.5920792,6224.89111,908947.312,886963.062,4992.94678,897060.875,899329.625,895833.312,1284.38721,897258.312,896031.625,1273.6875,0.000272512436,894544.125,-1273.6875,-17.0513611
475,-1,900030.75,10333.791,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,896191.812,51.4059677,5969.61328,908947.312,886963.062,4955.58643,897192.812,899329.625,895833.312,1291.17517,897249.562,895833.312,-943.25,0.00206530094,896312.5,943.25,-17.3142776
476,-1,900030.75,10340.4561,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,896096.938,49.9117775,5671.03809,908947.312,886963.062,4903.32031,896860.938,899329.625,895833.312,1321.48279,897197.812,895897.188,-1162.625,-0.00516140461,897586.188,1162.625,-17.6850891
477,-1,900030.75,10319.5303,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,896501.375,54.3936729,6010.41504,908947.312,886963.062,4937.12402,897038.938,899329.625,895833.312,1330.06921,897176.625,896122.375,3650.0625,0.00277936459,896642.938,-3650.0625,-17.4451675
478,-1,900030.75,10315.3691,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,896948.688,55.2512894,5777.74268,908947.312,886963.062,4210.03076,896534.875,899329.625,895833.312,1303.18359,897091.062,896191.812,725.9375,-0.00778079033,895480.312,-725.9375,-22.8263702
479,-1,900030.75,10330.2305,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,896990.75,51.5251617,5805.47998,906169.625,886963.062,3378.05176,895932.938,899329.625,895833.312,1171.16675,896936.688,896096.938,-2592.3125,-0.00930505991,899130.375,2592.3125,-29.5830612
480,-1,900030.75,10344.6758,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,896691.25,48.1277008,5598.85645,902523.375,886963.062,3141.14697,895523.125,899156.25,895833.312,965.091553,896748.188,896501.375,-2519.6875,-0.00637066364,899856.312,2519.6875,-31.6533241
481,-1,900030.75,10307.1914,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,897303.438,56.1988716,6037.15234,903890.5,886963.062,3425.43652,895755.562,898494.812,895833.312,722.300476,896615.875,896948.688,6538.5,0.00362277031,897264,-6538.5,-29.1764069
482,-1,900030.75,10268.1582,0,0,0,1,0.0500000007,0.100000001,0.0799999982,0.5,898741.812,62.7061081,6239.56104,909126.375,886963.062,4630.74414,896748.125,898741.812,895833.312,769.457214,896633.5,896990.75,6808.5,0.015540123,894744.312,-6808.5,-19.6625595
483,0,0,10260.3467,0,0,1,0,0.0500000007,0.100000001,0.0799999982,0.5,899662.375,59.2988625,6007.72168,909126.375,886963.062,4788.34912,897844.312,899662.375,895833.312,1085.85315,896794.938,896691.25,-2445.1875,0.0172362328,901282.812,2445.1875,-18.5070343
484,-1,905193.25,10256.6006,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,900367.25,58.3258133,6016.21045,909126.375,887165.562,4214.20508,899072.188,900367.25,895833.312,1401.96863,897098.5,897303.438,-697.125,0.019364357,908091.312,697.125,-22.8007812
485,-1,905193.25,10221.9688,0,0,0,1,0.0500000007,0.100000001,0.0799999982,0.5,901792.938,63.9153671,6111.74023,911683.25,892101.062,5085.67188,900185,901792.938,895833.312,1813.5376,897510,898741.812,6110.6875,0.0173975229,905646.125,-6110.6875,-16.902832
486,0,0,10214.2207,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,902967.562,63.2319336,5880.83008,912270.875,892101.062,5479.70996,901332.062,902967.562,895897.188,2226.16748,898019.625,899662.375,-457.25,0.0179513693,904949,457.25,-14.1930695
487,0,0,10214.2207,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,904114.25,64.1045532,5693.271,912713.188,892101.062,5875.69189,902421.812,904114.25,896096.938,2634.89185,898606.625,900367.25,965.3125,0.0170199871,911059.688,-965.3125,-11.5588531
488,0,0,10214.2207,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,905250.438,65.0917969,5544.88574,913910.5,892101.062,6257.00928,903496.688,905250.438,896096.938,3038.02466,899258.625,901792.938,1068.125,0.0167667866,910602.438,-1068.125,-9.1124649
489,0,0,10214.2207,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,907356.5,71.6930542,6121.58154,923662.062,892101.062,7399.62207,905239.812,907356.5,896096.938,3550.46045,900056.125,902967.562,8409.8125,0.0272157192,911567.75,-8409.8125,-2.20214081
490,0,0,10214.2207,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,908874.625,67.9055328,6211.72754,923662.062,892101.062,7629.76318,906901.312,908874.625,896501.375,4025.89624,900968.812,904114.25,-2303.3125,0.0259771347,912635.875,2303.3125,-0.873527527
