t,position,entry_px,equity,el,xl,es,xs,stop,tp,trail,size,local0
342,1,934717.312,9786.32227,0,0,0,0,0.0299999993,0,0,0.75,21.8798466
343,1,934717.312,9812.86914,0,0,0,0,0.0299999993,0,0,0.75,27.0802879
344,1,934717.312,9809.15527,0,0,0,0,0.0299999993,0,0,0.75,26.8114262
345,1,934717.312,9803.64844,0,0,0,0,0.0299999993,0,0,0.75,26.3929329
346,1,934717.312,9791.97461,0,0,0,0,0.0299999993,0,0,0.75,25.4847679
347,1,934717.312,9821.35938,1,0,0,0,0.0299999993,0,0,0.75,31.8421688
348,1,934717.312,9814.08398,0,0,0,0,0.0299999993,0,0,0.75,31.133976
349,1,934717.312,9819.47852,0,0,0,0,0.0299999993,0,0,0.75,32.3355331
350,1,934717.312,9812.36133,0,0,0,0,0.0299999993,0,0,0.75,31.5532303
351,1,934717.312,9811.82617,0,0,0,0,0.0299999993,0,0,0.75,31.4915485
352,1,934717.312,9787.33984,0,0,0,0,0.0299999993,0,0,0.75,28.7239304
353,1,934717.312,9801.25,1,0,0,0,0.0299999993,0,0,0.75,32.3605118
354,1,934717.312,9806.10742,0,0,0,0,0.0299999993,0,0,0.75,33.6338043
355,1,934717.312,9814.10352,0,0,0,0,0.0299999993,0,0,0.75,35.7772865
356,1,934717.312,9806.54785,0,0,0,0,0.0299999993,0,0,0.75,34.6389503
357,1,934717.312,9834.35938,0,0,0,0,0.0299999993,0,0,0.75,41.9597855
358,1,934717.312,9816.14355,0,0,0,0,0.0299999993,0,0,0.75,38.8874664
359,1,934717.312,9792.45508,0,0,0,0,0.0299999993,0,0,0.75,35.2707558
360,1,934717.312,9793.7168,0,0,0,0,0.0299999993,0,0,0.75,35.614315
361,1,934717.312,9744.77148,0,0,0,0,0.0299999993,0,0,0.75,29.1518211
362,1,934717.312,9746.09766,0,0,0,0,0.0299999993,0,0,0.75,29.5250206
363,1,934717.312,9753.66992,1,0,0,0,0.0299999993,0,0,0.75,31.7358131
364,0,0,9700.7998,0,0,0,0,0.0299999993,0,0,0.75,26.1313953
365,0,0,9700.7998,1,0,0,0,0.0299999993,0,0,0.75,30.0609474
366,1,908151.812,9671.73828,0,0,0,0,0.0299999993,0,0,0.75,28.0180626
367,1,908151.812,9700.31348,1,0,0,0,0.0299999993,0,0,0.75,35.4549065
368,1,908151.812,9716.40234,0,0,0,0,0.0299999993,0,0,0.75,39.259903
369,1,908151.812,9712.47949,0,0,0,0,0.0299999993,0,0,0.75,38.6614189
370,1,908151.812,9719.50488,0,0,0,0,0.0299999993,0,0,0.75,40.4132423
371,1,908151.812,9739.50488,0,0,0,0,0.0299999993,0,0,0.75,45.2103615
372,1,908151.812,9714.38574,0,0,0,0,0.0299999993,0,0,0.75,40.7708359
373,1,908151.812,9706.65137,0,0,0,0,0.0299999993,0,0,0.75,39.4850044
374,1,908151.812,9712.42969,0,0,0,0,0.0299999993,0,0,0.75,40.9823952
375,1,908151.812,9693.12207,0,0,0,0,0.0299999993,0,0,0.75,37.6316452
376,1,908151.812,9687.26172,0,0,0,0,0.0299999993,0,0,0.75,36.6521759
377,1,908151.812,9723.03516,0,0,0,0,0.0299999993,0,0,0.75,45.9082565
378,1,908151.812,9741.06152,0,0,0,0,0.0299999993,0,0,0.75,49.8821411
379,1,908151.812,9775.5293,0,0,0,0,0.0299999993,0,0,0.75,56.4676399
380,1,908151.812,9756.05957,0,0,0,0,0.0299999993,0,0,0.75,52.2880669
381,1,908151.812,9781.97559,0,0,0,0,0.0299999993,0,0,0.75,56.8647995
382,1,908151.812,9755.99512,0,0,0,0,0.0299999993,0,0,0.75,51.5285721
383,1,908151.812,9738.53223,0,0,0,0,0.0299999993,0,0,0.75,48.2508736
384,1,908151.812,9706.39648,0,0,0,0,0.0299999993,0,0,0.75,42.8494797
385,1,908151.812,9691.55469,0,0,0,0,0.0299999993,0,0,0.75,40.5895309
386,1,908151.812,9657.06738,0,0,0,0,0.0299999993,0,0,0.75,35.8570023
387,1,908151.812,9627.10742,0,0,0,0,0.0299999993,0,0,0.75,32.330452
388,1,908151.812,9644.23828,0,0,0,0,0.0299999993,0,0,0.75,36.1945534
389,1,908151.812,9660.59668,0,0,0,0,0.0299999993,0,0,0.75,39.7336998
390,1,908151.812,9677.31641,0,0,0,0,0.0299999993,0,0,0.75,43.2013168
391,1,908151.812,9641.90039,0,0,0,0,0.0299999993,0,0,0.75,38.1887817
392,1,908151.812,9657.2959,0,0,0,0,0.0299999993,0,0,0.75,41.3732224
393,1,908151.812,9618.20801,0,0,0,0,0.0299999993,0,0,0.75,36.2648849
394,1,908151.812,9623.65527,0,0,0,0,0.0299999993,0,0,0.75,37.4244499
395,1,908151.812,9623.38086,0,0,0,0,0.0299999993,0,0,0.75,37.3874817
396,1,908151.812,9607.86133,0,0,0,0,0.0299999993,0,0,0.75,35.2694054
397,1,908151.812,9588.68848,0,0,0,0,0.0299999993,0,0,0.75,32.797348
398,1,908151.812,9624.92871,0,0,0,0,0.0299999993,0,0,0.75,41.1883202
399,1,908151.812,9597.2793,0,0,0,0,0.0299999993,0,0,0.75,37.3559608
400,1,908151.812,9579.5166,0,0,0,0,0.0299999993,0,0,0.75,35.0966263
401,1,908151.812,9550.78711,0,0,0,0,0.0299999993,0,0,0.75,31.751833
402,1,908151.812,9542.72754,0,0,0,0,0.0299999993,0,0,0.75,30.8632069
403,1,908151.812,9538.87891,0,0,0,0,0.0299999993,0,0,0.75,30.4252739
404,1,908151.812,9510.30566,0,0,0,0,0.0299999993,0,0,0.75,27.3254929
405,1,908151.812,9551.85254,1,0,0,0,0.0299999993,0,0,0.75,37.324604
406,1,908151.812,9553.91797,0,0,0,0,0.0299999993,0,0,0.75,37.7827911
407,1,908151.812,9525.82324,0,0,0,0,0.0299999993,0,0,0.75,34.1273727
408,1,908151.812,9521.97363,0,0,0,0,0.0299999993,0,0,0.75,33.6470184
409,1,908151.812,9527.93457,0,0,0,0,0.0299999993,0,0,0.75,35.1686516
410,1,908151.812,9545.45801,0,0,0,0,0.0299999993,0,0,0.75,39.5571518
411,1,908151.812,9522.62402,0,0,0,0,0.0299999993,0,0,0.75,36.1256447
412,0,0,9464.67383,0,0,0,0,0.0299999993,0,0,0.75,32.8144531
413,0,0,9464.67383,0,0,0,0,0.0299999993,0,0,0.75,35.5456581
414,0,0,9464.67383,0,0,0,0,0.0299999993,0,0,0.75,36.6623993
415,0,0,9464.67383,0,0,0,0,0.0299999993,0,0,0.75,34.2470474
416,0,0,9464.67383,0,0,0,0,0.0299999993,0,0,0.75,33.6397133
417,0,0,9464.67383,0,0,0,0,0.0299999993,0,0,0.75,38.353466
418,0,0,9464.67383,0,0,0,0,0.0299999993,0,0,0.75,41.9388962
419,0,0,9464.67383,0,0,0,0,0.0299999993,0,0,0.75,39.118679
420,0,0,9464.67383,0,0,0,0,0.0299999993,0,0,0.75,42.4434204
421,0,0,9464.67383,0,0,0,0,0.0299999993,0,0,0.75,38.3401871
422,0,0,9464.67383,0,0,0,0,0.0299999993,0,0,0.75,42.9208527
423,0,0,9464.67383,0,0,0,0,0.0299999993,0,0,0.75,36.7257538
424,0,0,9464.67383,0,0,0,0,0.0299999993,0,0,0.75,33.1152496
425,0,0,9464.67383,0,0,0,0,0.0299999993,0,0,0.75,31.4599876
426,0,0,9464.67383,0,0,0,0,0.0299999993,0,0,0.75,33.6567764
427,0,0,9464.67383,0,0,0,0,0.0299999993,0,0,0.75,31.4201202
428,0,0,9464.67383,0,0,0,0,0.0299999993,0,0,0.75,25.7797012
429,0,0,9464.67383,0,0,0,0,0.0299999993,0,0,0.75,25.3572025
430,0,0,9464.67383,1,0,0,0,0.0299999993,0,0,0.75,33.8230629
431,1,873156.125,9491.03027,0,0,0,0,0.0299999993,0,0,0.75,42.2797012
432,1,873156.125,9510.99219,0,0,0,0,0.0299999993,0,0,0.75,46.2687721
433,1,873156.125,9517.92773,0,0,0,0,0.0299999993,0,0,0.75,47.6232185
434,1,873156.125,9524.17871,0,0,0,0,0.0299999993,0,0,0.75,48.8741684
435,1,873156.125,9512.08984,0,0,0,0,0.0299999993,0,0,0.75,46.5582695
436,1,873156.125,9521.41113,0,0,0,0,0.0299999993,0,0,0.75,48.581459
437,1,873156.125,9514.35352,0,0,0,0,0.0299999993,0,0,0.75,47.1267738
438,1,873156.125,9535.56543,0,0,0,0,0.0299999993,0,0,0.75,51.7983932
439,1,873156.125,9561.48926,0,0,0,0,0.0299999993,0,0,0.75,56.8197136
440,1,873156.125,9578.07812,0,0,0,0,0.0299999993,0,0,0.75,59.7120285
441,1,873156.125,9568.91699,0,0,0,0,0.0299999993,0,0,0.75,57.4243736
442,1,873156.125,9581.53809,0,0,0,0,0.0299999993,0,0,0.75,59.7142525
443,1,873156.125,9602.27051,0,0,0,0,0.0299999993,0,0,0.75,63.213974
444,1,873156.125,9634.19238,0,0,0,0,0.0299999993,0,0,0.75,67.8458939
445,1,873156.125,9594.39648,0,0,0,0,0.0299999993,0,0,0.75,58.0352173
446,1,873156.125,9616.10449,0,0,0,0,0.0299999993,0,0,0.75,61.3208237
447,1,873156.125,9612.79492,0,0,0,0,0.0299999993,0,0,0.75,60.5424995
448,1,873156.125,9626.1748,0,0,0,0,0.0299999993,0,0,0.75,62.6086464
449,1,873156.125,9629.89941,0,0,0,0,0.0299999993,0,0,0.75,63.1865082
450,1,873156.125,9676.72656,0,0,0,0,0.0299999993,0,0,0.75,69.5569305
451,1,873156.125,9691.68457,0,1,0,0,0.0299999993,0,0,0.75,71.2674026
452,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,69.3304749
453,0,0,9680.68945,0,1,0,0,0.0299999993,0,0,0.75,71.779274
454,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,59.7465744
455,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,64.3983231
456,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,58.9127731
457,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,51.8600655
458,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,55.2087173
459,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,56.3236351
460,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,55.6815567
461,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,51.6686859
462,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,58.4237823
463,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,53.1862183
464,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,63.5516815
465,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,61.8000145
466,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,54.8535118
467,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,51.8977814
468,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,47.5796204
469,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,43.6101799
470,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,41.1940155
471,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,50.215889
472,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,49.2295837
473,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,51.1796608
474,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,52.5920792
475,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,51.4059677
476,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,49.9117775
477,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,54.3936729
478,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,55.2512894
479,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,51.5251617
480,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,48.1277008
481,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,56.1988716
482,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,62.7061081
483,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,59.2988625
484,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,58.3258133
485,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,63.9153671
486,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,63.2319336
487,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,64.1045532
488,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,65.0917969
489,0,0,9680.68945,0,1,0,0,0.0299999993,0,0,0.75,71.6930542
490,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,67.9055328
491,0,0,9680.68945,0,1,0,0,0.0299999993,0,0,0.75,70.3465958
492,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,65.0926895
493,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,67.5699615
494,0,0,9680.68945,0,1,0,0,0.0299999993,0,0,0.75,72.1965942
495,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,74.2282028
496,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,71.9890976
497,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,65.7435226
498,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,69.8564377
499,0,0,9680.68945,0,1,0,0,0.0299999993,0,0,0.75,70.7419357
500,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,72.1437683
501,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,62.7458458
502,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,63.1142197
503,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,63.9548378
504,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,64.214035
505,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,65.4647446
506,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,59.1229362
507,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,59.5191002
508,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,59.9230156
509,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,55.3024712
510,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,50.738102
511,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,48.6624336
512,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,51.1885757
513,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,51.0349464
514,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,56.2765121
515,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,63.5336571
516,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,61.2107468
517,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,63.9372177
518,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,67.8068695
519,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,59.3310585
520,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,58.0497322
521,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,59.1441231
522,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,65.3664856
523,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,53.8787918
524,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,50.9350357
525,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,53.4862061
526,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,58.295929
527,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,58.4861031
528,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,50.1384811
529,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,53.1718559
530,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,54.2164154
531,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,55.037571
532,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,49.8731689
533,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,49.1896172
534,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,54.2071953
535,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,57.9773026
536,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,64.9979324
537,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,64.8102798
538,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,55.1674767
539,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,50.037075
540,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,48.5120201
541,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,53.99543
542,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,48.8743668
543,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,48.7867775
544,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,52.6175156
545,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,52.4764252
546,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,54.4232674
547,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,42.2044487
548,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,38.7372894
549,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,40.2159882
550,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,37.6480217
551,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,34.6877747
552,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,30.3312511
553,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,31.4866657
554,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,32.1495895
555,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,31.64258
556,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,32.7485733
557,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,38.5721893
558,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,37.3507004
559,0,0,9680.68945,0,0,0,0,0.0299999993,0,0,0.75,28.7599564
560,0,0,9680.68945,1,0,0,0,0.0299999993,0,0,0.75,36.3115692
561,1,910611,9646.02637,0,0,0,0,0.0299999993,0,0,0.75,33.9430161
562,1,910611,9664.44434,0,0,0,0,0.0299999993,0,0,0.75,37.3523636
563,1,910611,9669.49707,0,0,0,0,0.0299999993,0,0,0.75,38.2931213
564,1,910611,9669.43652,0,0,0,0,0.0299999993,0,0,0.75,38.2857361
565,1,910611,9692.55762,0,0,0,0,0.0299999993,0,0,0.75,42.840786
566,1,910611,9672.11328,0,0,0,0,0.0299999993,0,0,0.75,40.0275192
567,1,910611,9662.51953,0,0,0,0,0.0299999993,0,0,0.75,38.7417641
568,1,910611,9693.7002,0,0,0,0,0.0299999993,0,0,0.75,44.9326401
569,1,910611,9728.60449,0,0,0,0,0.0299999993,0,0,0.75,50.9131126
570,1,910611,9728.5791,0,0,0,0,0.0299999993,0,0,0.75,50.9087791
571,1,910611,9742.06934,0,0,0,0,0.0299999993,0,0,0.75,53.1873894
572,1,910611,9760.60156,0,0,0,0,0.0299999993,0,0,0.75,56.1953316
573,1,910611,9743.17383,0,0,0,0,0.0299999993,0,0,0.75,52.7617989
574,1,910611,9725.98145,0,0,0,0,0.0299999993,0,0,0.75,49.545784
575,1,910611,9750.07812,0,0,0,0,0.0299999993,0,0,0.75,53.7967491
576,1,910611,9743.46582,0,0,0,0,0.0299999993,0,0,0.75,52.489769
577,1,910611,9687.74414,0,0,0,0,0.0299999993,0,0,0.75,43.0080795
578,1,910611,9644.52637,0,0,0,0,0.0299999993,0,0,0.75,37.3696747
579,1,910611,9633.96191,0,0,0,0,0.0299999993,0,0,0.75,36.1230316
580,1,910611,9612.01074,0,0,0,0,0.0299999993,0,0,0.75,33.6136742
581,1,910611,9699.68457,0,0,0,0,0.0299999993,0,0,0.75,48.8859863
582,1,910611,9706.87598,0,0,0,0,0.0299999993,0,0,0.75,49.9039993
583,1,910611,9699.58496,0,0,0,0,0.0299999993,0,0,0.75,48.8419647
584,1,910611,9655.7207,0,0,0,0,0.0299999993,0,0,0.75,42.9231262
585,1,910611,9641.46973,0,0,0,0,0.0299999993,0,0,0.75,41.177227
586,1,910611,9649.66406,0,0,0,0,0.0299999993,0,0,0.75,42.622509
587,1,910611,9638.80371,0,0,0,0,0.0299999993,0,0,0.75,41.1784477
588,1,910611,9655.59277,0,0,0,0,0.0299999993,0,0,0.75,44.318924
589,1,910611,9613.87402,0,0,0,0,0.0299999993,0,0,0.75,38.7785988
590,1,910611,9616.18945,0,0,0,0,0.0299999993,0,0,0.75,39.232708
591,1,910611,9640.14941,0,0,0,0,0.0299999993,0,0,0.75,43.8716965
592,1,910611,9618.18945,0,0,0,0,0.0299999993,0,0,0.75,40.7975693
593,1,910611,9640.12109,0,0,0,0,0.0299999993,0,0,0.75,44.9465828
594,1,910611,9623.96777,0,0,0,0,0.0299999993,0,0,0.75,42.5796967
595,1,910611,9604.33594,0,0,0,0,0.0299999993,0,0,0.75,39.8340988
596,1,910611,9616.60352,0,0,0,0,0.0299999993,0,0,0.75,42.3362389
597,1,910611,9564.62988,0,0,0,0,0.0299999993,0,0,0.75,35.5844688
598,1,910611,9534.625,0,0,0,0,0.0299999993,0,0,0.75,32.3744164
599,1,910611,9530.06445,0,0,0,0,0.0299999993,0,0,0.75,31.903326
